ARDACODE,WAVE,ICOUNTRY,UNREGION,CIANAME,UNNAME,ISO3,NUMISO,COWCODE,GRI2008,GFI2008,MSRI2008,RELRECOD,UNHDI80,UNHDI90,UNHDI00,UNHDI05,UNHDI10,UNHDRK10,UNH_8010,UNH_9010,UNH_0010,UNHDIMP,UNINHDI,UNINLEPC,UNINEDUC,UNIN_INC,UN_GINI,UN_GII,UN_GII_R,UNMMORTR,UNADFERT,UNFEMPS,UNSED_F,UNSED_M,UN_CONTR,UNANTEN,UNBIRSK,UNMPI,UNMPIPOP,UNMPIRSK,UNDEP_ED,UNDEP_H,UNDEP_LS,UNPOVNPL,UNPOLFRE,UNHUMNR,UNPRESS,UNJOURN,UNBRIBE,UNDECNTR,UNPOLEN,UNADJNS,UNFOSSIL,UNRENEW,UNCO2_90,UNCO2_06,UNPROTEC,UNDEGRAD,UNACCH20,UNACCSAN,UNPOLDTH,UNNTLDIS,UNARMS_E,UNARMS_I,UNREFUGE,UNCIVINT,UNDRNR92,UNDRNR06,UNDEPR92,UNDEPR06,UNSATI,UNSATIF,UNSATJOB,UNSATHLT,UNSATLIV,UNHOMIC,UNROBBRY,UNASVICT,UNSAFWLK,UNPOP90,UNPOP10,UNPOP30,UNGR9095,UNGR1015,UNURB90,UNURB10,UNMAGE90,UNMAGE10,UNDRAT90,UNDRAT10,UNTFR95,UNTFR15,UNSEXR90,UNSEXR10,UNEMRT91,UNEMRT08,UNFEMP,UNFEMPF,UNVEMP,UNVEMPF,UNEMP125,UNCHLAB,UNMATLV,UNLIT,UNSECED,UNPRIM_G,UNPRIM_N,UNSEC_G,UNSEC_N,UNTERT_G,UNDROP,UNREPIT,UNPUPT,UNTRAIN,UNHLTH_,UNDOCS,UNBEDS,UNDTP,UNMEASLE,UNHIV_YF,UNHIV_YM,UNHIV_A,UNINFM,UN_5M,UNMORT_F,UNMORT_M,UNNONCOM,UNEXP_ED,UNEXP_H,UNEXP_RD,UNEXP_M,UNEXP_D,UNTAXREV,UNGFC,UNINVEST,UNODA_T,UNODA_PC,UNODASOC,UNREMITT,UNREMITP,UNGDP,UNGDPPPP,UNGDPCAP,UNGDPGRO,UNCPI_CH,UNROAD,UNRAIL,UNAIRFR,UNNOELEC,UNNEWSP,UNRADIO,UNTVCOV,UNPHONO,UNPHOPER,UNMOBCOV,UNNETUSE,UNNETGRO,UNBROADB,UNPCS,UNMOBCHG,UNFIXCHG,UNCALLP,CIATAREA,CIALAREA,CIAWAREA,CIABORD,CIACSTL,CIAPOP,CIAPSTR1,CIAPSTR2,CIAPSTR3,CIAPOPGR,CIABIRTH,CIAMORT,CIAMIGR,CIAURB_P,CIAURB_R,CIAINF_T,CIAINF_M,CIAINF_F,CIALIFEX,CIALIF_M,CIALIF_F,CIA_TFR,CIAHIV_R,CIAHIV_P,CIALIT_T,CIALIT_M,CIALIT_F,CIAEDEX,CIAGDPPP,CIAGDPOF,CIAGDPAG,CIAGDPIN,CIAGDPSV,CIALABOR,CIAUNEMP,CIAPOVL,CIAINVST,CIA_REV,CIA_EXPN,CIAPDEBT,CIAINFLA,CIAINGRO,CIAELPRO,CIAELCON,CIAELEX,CIAELIMS,CIAOIL_P,CIAOIL_C,CIAOIL_E,CIAOIL_I,CIAOIL_R,CIANG_P,CIANG_C,CIANG_E,CIANG_I,CIANG_R,CIA_ACC,CIAEXPRT,CIAIMPRT,CIARSRV,CIADEBTX,CIATELE1,CIATELE2,CIANET1,CIANET2,CIA_AIR1,CIA_AIR2,CIA_AIR3,CIA_HELI,CIA_RAIL,CIA_ROAD,CIA_WW,CIA_MILX,GRI_08R,GFI_08R,MSRI_08R,I_RELIGION,I_REGION,I_GVTREG,I_GVTFAV,I_SOCREG
214,2011.46,Swaziland,18,Swaziland,Swaziland,SWZ,748,572,0,3.567,0,4,,0.511,0.49,0.474,0.498,0,,-0.13,0.17,,0.32,0.272,0.336,0.359,50.7,0.668,93,390,83.9,22.1,49.86666667,46.1,50.6,85,74,0.183,41.1,24.5,25.86666667,33.5,66.26666667,69.2,0,3,52.5,0,,,,7.066666667,,,0.5,0.9,3,0,31,45,718,156115,,,0,0,12,18,11,12,,,,,,12.56666667,,,,0.9,1.166666667,1.5,2.266666667,1.366666667,22.86666667,21.36666667,15.9,19.3,103.2,73,5.266666667,3.2,101.0666667,101.2,54.2,50.36666667,,,,,83.76666667,9,,86.5,32.6,107.9,82.76666667,53.26666667,28.6,4.4,26.3,18,32.36666667,94,287,2,21,5,5,22.6,5.766666667,26.1,59,83,616,631,707,7.9,3.766666667,,,1.7,27.6,16.5,0.4,2.5,57.6,58,3.5,86,2.766666667,5.7,2429,3.7,6.9,,300,,,24,,,49,788,91,6.9,700,0.1,3.7,11.5,25.8,5,17364,17204,160,535,0,1370424,37.76666667,58.6,3.6,1.203962963,26.62888889,14.59888889,0,21,1.5,63.09,67.14,58.92888889,48.65888889,48.92888889,48.39,3.108888889,25.89888889,180000,81.56666667,82.56666667,80.76666667,7.798888889,6067000000,3553000000,8.566666667,42,49.36666667,0.4579,40,69,12.56666667,0.9617,1.379,,5,1,0.441,1.266,0,770,0,4000,0,4100,0,0,0,0,0,0,-0.374,1.417,1.643,0.708,0.497,44000,656000,2335,90100,15,2,13,,301,3594,,4.7,0,4,0,3,1,0,2,0
215,2011.46,Sweden,13,Sweden,Sweden,SWE,752,380,0,1.833,2.666962963,4,0.773,0.804,0.889,0.883,0.885,-3,0.45,0.48,-0.04,61,0.824,0.934,0.825,0.726,25,0.212,3,3,7.7,47,87.9,87.06666667,,,,,,,,,,,2,1,,0,6,2,29,20.5,33,31,6,5.566666667,11.3,0,0,0,55,4,457,64,0,0,-1,-1,,,7.9,7.9,93,80,89,0.9,97,4,69,8.566666667,9.3,10.06666667,0.6,0.4,83.06666667,84.7,38.26666667,40.86666667,55.6,53.36666667,2,1.9,105.4,105.7,62,57.6,93.4,1.05,6.566666667,0.51,,,98,,80.26666667,94.2,93.76666667,103.0666667,99.06666667,74.5,0.1,,10.66666667,,3323,36,,2,4,0.1,0.1,0.1,2,3,48,76,372,6.7,7.4,3.7,1.3,,,19.5,8.666666667,0.98,,,0.2,89,479,340.8,51950,1.6,1.5,95,9830,,,481,100,100,176,34,98,87.7,100,41.2,87.76666667,15.16666667,102.4,8,450295,410335,39960,2233,3218,9088728,15.4,64.76666667,19.66666667,0.163,10.17888889,10.19888889,1.65,85,0.6,2.74,2.9,2.568888889,81.06888889,78.78,83.51,1.67,0.1,8100,99,99,99,6.598888889,3.55E+11,4.56E+11,1.7,26.1,72.2,4.929999999,8.3,,18.1,230.1,236.6,40.76666667,1.398888889,8,144,134.5,14710,12750,4833,328100,248500,589900,0,0,1.229,0,1.229,0,21.67999996,162.6,158.6,,853.3,5146000,11426000,4396000,8398000,249,152,97,2,11633,572900,2052,1.5,0,2,3,3,4,0,1,1
216,2011.46,Switzerland,22,Switzerland,Switzerland,CHE,756,225,1.667,6.599962963,6,2,0.8,0.824,0.859,0.87,0.874,0,0.3,0.3,0.18,76,0.813,0.941,0.786,0.725,33.7,0.228,4,5,5.5,27.16666667,62.86666667,74.5,,,100,,,,,,,,2,2,1,0,,2,36,,52,21,6.266666667,5.566666667,22.8,0,0,0,108,108,467,14,0,0,-1,-1,,,8,8,93,89,89,0.7,56,3,76,6.7,7.566666667,8.066666667,0.9,0.4,73.2,73.56666667,36.86666667,41.86666667,46.2,48,1.5,1.5,104.4,105.0666667,65,61.2,89.76666667,0.99,10.06666667,1.09,,,112,,71,102.4,93.5,95.7,84.7,47.2,,1.5,18.1,,4417,40,55,5,13,0.5,0.4,0.6,4,5,44,76,360,5.266666667,6.4,2.9,0.9,,10.16666667,22,1.3,0.42,,,0.4,288,491.8666667,324.3666667,64327,1.1,1,173,3499,1182,,420,100,99,180,37,100,75.9,66,34.2,97.56666667,45.2,39.7,23,41277,39997,1280,1852,0,7639961,15.16666667,67.76666667,17,0.21,9.528888889,8.72,1.29,74,0.5,4.08,4.53,3.6,81.06888889,78.23888889,84.04888889,1.46,0.4,18000,99,99,99,5.2,3.25E+11,5.24E+11,1.3,27.5,71.2,4.62,3.9,6.9,19.86666667,188.1,192.7,38.2,0.7,2.366666667,66.5,57.5,54200,52000,3488,280000,10680,263600,0,0,3.042,0,3.042,0,49.35,232.6,226.3,236.6,1200,4650000,9255000,4816000,6152000,65,42,23,1,4888,71454,1299,1,2,7,6,1,4,1,3,2
217,2011.46,Syria,21,Syria,Syrian Arab Republic,SYR,760,652,6.389,7.2,8.333,7,0.47,0.519,,0.576,0.589,-3,0.75,0.63,,74,0.467,0.769,0.312,0.424,,0.687,103,130,61.1,12.4,24.66666667,24.1,58.26666667,84,93,0.020962963,5.5,7.066666667,20.36666667,13.56666667,1.3,,0,4,78,1,24,,10,-15.16666667,98,2,2.9,3.5,0.6,33,11,4,222,8263,,292,15.16666667,0,-1,-1,9,7,5.9,6.066666667,,89,67,3,4,5,84,12.66666667,22.5,30.6,2.766666667,1.7,48.86666667,55.7,15.66666667,22.5,104.2666667,61.2,4.9,2.9,104.0666667,104.5,46.6,44.76666667,57.5,0.81,42.36666667,1.28,,4,60,83.56666667,33.5,124.4,94.5,74,67.7,,3.266666667,7.5,,88.4,154,5,15,18,19,,,,14,16,120,179,679,4.9,1.6,,3.366666667,,,16.36666667,3.1,0.3,6.4,50.7,1.5,41,55.2,94.2,2682,2.2,5.9,21,2139,14,7.066666667,,88,95,52,547,96,17.3,12156,0.1,8.8,5.7,28.66666667,,185180,183630,1550,2253,193,22517750,35.2,61,3.766666667,0.913,23.98888889,3.68,-11.17888889,56,2.5,15.61888889,17.96,13.14,74.68888889,72.31,77.20888889,2.94,-1,-1,79.56666667,86,73.56666667,4.9,1.07E+11,59330000000,17.6,26.8,55.6,5.527,8.3,11.9,16.6,12.53,15.3,29.8,5.9,6,36.5,27.35,0,1400,400400,252000,155000,58710,2.5,6.04,6.18,0,0.14,240.7,0.649,12.84,13.57,17.96,7.682,3871000,9697000,8114,4469000,104,29,75,7,2052,97401,900,5.9,6,7,8,4,2,2,3,3
218,2011.46,Tajikistan,15,Tajikistan,Tajikistan,TJK,762,702,7.777962963,0,1,7,,0.592,0.493,0.55,0.58,0,,-0.1,1.61,,0.469,0.517,0.608,0.328,33.6,0.568,65,170,28.36666667,19.6,93.2,85.76666667,37.86666667,89,83,0.068,17.1,23.1,14.3,35.6,21.86666667,53.5,1,2,32,0,17,1,19,18.8,62,38,3.9,1,4.066666667,10,30,6,1302,100709,,,0.5,0,34,26,13,10,5.066666667,4.9,78,75,69,2.266666667,3,2,73,5.266666667,7.066666667,9.566666667,1.7,1.9,31.66666667,26.3,18.3,20.66666667,88.56666667,66.5,4.9,3.1,102.9,104.2,53.76666667,55.36666667,,,,,28.6,10,,99.7,92.4,102.2,97.26666667,84.4,82.5,20.16666667,0.5,0.3,22.16666667,88.26666667,93,20,61,14,14,0.1,0.4,0.3,54,64,162,185,884,3.5,1.1,0.1,,2.7,9.8,19.3,7.266666667,5.798888889,42.5,55.2,49.6,372,5.066666667,13,751,-2.5,13,,616,5,,,,,58,1703,,8.8,19900,0.1,,3.7,,,143100,141510,2590,3651,0,7627200,33.86666667,62.7,3.366666667,1.846,26.28888889,6.598888889,-1.24,26,2.2,38.53888889,43.21,33.63,66.03,62.96888889,69.25,2.89,0.2,9100,99.5,99.7,99.2,3.5,14740000000,5642000000,19.16666667,22.6,58.1,2.1,2.2,53,20.86666667,1.482,1.538,,5.798888889,7.5,16.1,16.7,,338.5,221,38000,348.8988889,10100,12,0.0161,0.2661,0,0.25,5.663,-0.33,1.318,3.301,0.303,1.997,290000,4900000,1504,700000,26,17,9,,680,27767,200,1.5,8,0,1,4,2,3,0,1
219,2011.46,Tanzania,5,Tanzania,United Republic of Tanzania,TZA,834,510,1.667,3.9,7,1,,0.329,0.332,0.37,0.398,1,,0.95,1.81,,0.285,0.365,0.237,0.268,34.6,,,950,130.4,30.36666667,,,26.36666667,76,46,0.367,65.26666667,23,34,35.5,90.56666667,35.7,1,2,15.5,0,27,,32,,10,90,0.1,0.1,27.66666667,25,46,76,1392,13303,,,1.3,0,28,35,15,16,2.366666667,2.366666667,45,67,21,7.7,,21,46,25.5,45,75.5,3.266666667,2.9,18.86666667,26.36666667,16.86666667,17.5,94.7,91.76666667,6.066666667,5.266666667,101.2,101.9,87.4,78,12.3,0.4,87.7,1.128888889,90,36,84,72.56666667,6,110.2,99.26666667,6.066666667,,1.5,17.16666667,4.2,52.2,100,63,-1,11,16,12,0.9,0.5,6.2,67,104,444,475,851,6.766666667,3.5,,1.1,0.3,,16.36666667,3.6,11.69888889,54.86666667,51.26666667,0.1,0,20.5,53.7,496,0.9,6,,2600,1,86.56666667,2,80,20,31,4522,65,1.166666667,1200,0,,5.766666667,16.66666667,22,947300,885800,61500,3861,1424,42746620,42,55.1,2.9,2.001962963,32.64,12.08888889,-0.53,26,4.7,66.93,73.7,59.95,52.85,51.34,54.42,4.16,5.598888889,1400000,69.4,77.5,62.2,6.798888889,58440000000,22670000000,42,18,40,21.86,,36,17.36666667,4.263,5.644,23.3,7.2,7,3.786,3.182,0,200,0,34000,0,28070,0,0.5607,0.5607,0,0,6.512999999,-1.523,3.809,6.333999999,3.686999959,7.575999999,173552,17677000,24182,678000,124,9,115,,3689,78892,,0.2,2,4,7,3,1,1,2,3
220,2011.46,Thailand,16,Thailand,Thailand,THA,764,800,3.056,6.599962963,6,14,0.483,0.546,0.6,0.631,0.654,1,1.01,0.9,0.86,29,0.516,0.706,0.491,0.396,42.5,0.586,69,110,37.26666667,12.66666667,25.6,33.7,81.06666667,98,99,0.005962963,1.7,9.9,12.56666667,5.566666667,1.5,,2,3,44,0,13,2,29,18,81,19,1.8,4.266666667,19.6,17,2,4,345,46173,,12,1.8,1,29,17,15,11,6.266666667,6.266666667,91,79,63,5.9,107,3,65,56.7,68.06666667,73.5,1.166666667,0.5,29.36666667,34,24.6,33.2,53,41.2,2.1,1.9,104.5,104.5666667,77.26666667,77.26666667,46.6,0.9,53.26666667,,,8,45,93.5,20.6,,,,,,,9.166666667,21.16666667,,286,3,22,1,2,1.166666667,1.166666667,1.366666667,13,14,140,276,516,4.9,2.7,0.2,1.5,6.266666667,16.5,27.36666667,3.6,-0.3,,42.7,0.7,28,272.3666667,544.5,4043,4.4,3,35,4429,2289,0.6,,,,102,698,38,23.86666667,600,1.366666667,,1.5,119.5666667,9,513120,510890,2230,4863,3219,66720153,19.86666667,70.9,9.166666667,0.566,12.94888889,7.29,0,34,1.8,16.39,17.37888889,15.34888889,73.59888889,71.23888889,76.07888889,1.66,1.3,530000,92.56666667,94.9,90.5,4.098888889,5.87E+11,3.19E+11,10.4,45.6,44,38.7,1.166666667,9.598888889,24.86666667,56.33,56.87,42.26666667,3.298888889,14.5,148.2,134.4,846,2313,380000,356000,269100,1695000,430,28.76,37.31,0,8.55,342,12.28999996,191.3,156.9,176.1,82.5,7024000,83057000,1335000,17483000,105,64,41,4,4071,180053,4000,1.8,2,7,6,5,2,1,3,2
221,2011.46,Togo,20,Togo,Togo,TGO,768,461,0,3.967,0,11,0.347,0.361,0.399,0.414,0.428,-4,0.7,0.85,0.72,86,0.287,0.443,0.264,0.203,34.36666667,0.731,115,510,64.76666667,11.06666667,15.3,45.1,16.8,84,62,0.284,54.26666667,21.6,39.86666667,38,75.5,,1,2,15.5,0,22,2,19,,13,85,0.2,0.2,11.3,5,40,88,1403,2991,,,16.8,0,45,37,18,16,2.6,2.7,31,40,11,,,10,42,3.9,6.766666667,10.06666667,2.366666667,2.266666667,30.1,43.36666667,16.86666667,19.8,96.4,75.76666667,6,3.9,100.2,100.5666667,65.9,64.56666667,,,,,45.86666667,29,98,64.9,14.06666667,105,83.5,41.26666667,22.5,5.266666667,55.5,23.66666667,37.6,14.56666667,68,1,9,11,23,2.366666667,0.8,3.266666667,64,98,296,351,818,3.7,1.5,,1.9,6.766666667,16.3,22.3,2.266666667,11.69888889,51,33.7,9.8,44,2.9,5.4,449,-0.4,2.7,,,,83.56666667,,,,26,1722,85,5.4,250,0,,3.266666667,111.7,14,56785,54385,2400,1647,56,6771993,40.86666667,56,3.1,2.762,35.57888889,7.96,0,43,3.9,51.47888889,58.42888889,44.32,62.71,60.18888889,65.29888889,4.69,3.2,120000,60.86666667,75.4,46.86666667,4.598888889,5974000000,3194000000,47.36666667,25.36666667,27.16666667,2.595,,32,18.16666667,0.6023,0.6921,,2.6,2.5,0.23,0.64,0,514,0,21000,1547,15270,0,0,0,0,0,0,-0.339,0.859,1.337,0.686,,178700,2187000,860,356300,8,2,6,,532,7520,50,1.6,0,4,0,6,1,0,2,0
222,2011.46,Tokelau,14,Tokelau,Tokelau,TKL,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,0,0,101,1384,42,53,5,-0.010962963,,,,0,0,,,,,,,,,,,,,,1500000,,,,,0.00044,,,,0.0004308,0.0028,,,,,,,,,,,,,,,,,,,0,0.000969,,,300,,526,800,,,,,,,,,,,,,3,,,
223,2011.46,Tonga,14,Tonga,Tonga,TON,776,955,0,6.033,0,4,,0.619,0.651,0.663,0.677,-6,,0.45,0.39,,,0.705,0.721,,,,,,22.8,3.1,84,87.9,,,99,,,,,,,,1,,,0,,,,,,,0.8,1.3,14.5,,0,4,0,18168,,,0,0,,,,,,,,,,,,,,0.1,0.1,0.1,0.6,0.1,22.66666667,23.36666667,19.66666667,21.3,78.06666667,76.26666667,4.5,3.6,107,106.5,,,,,,,,,,99,,111.7666667,99,102.7,66.2,6.4,9.066666667,5.2,,,167,3,24,1,1,,,,17,19,228,143,658,4.7,3.1,,,1.9,,17.1,2.2,9.598888889,257,70.26666667,35.76666667,961,0.3,0.4,2687,2.7,9.066666667,,,,,,,,73,669,90,8.066666667,250,0.7,,8.5,61.76666667,9,747,717,30,0,419,105916,37.2,56.7,6.066666667,0.243,25.26888889,4.9,-17.94,23,0.8,13.65,14.07,13.21,75.15888889,73.79,76.57888889,3.65,,,,,,3.9,751000000,363000000,25,17,57,0.03996,13,24,,0.08048,0.1098,,5.9,1,0.043,0.03999,0,0,0,1000,0,1173,0,0,0,0,0,0,-0.022999959,0.022,0.139,0.040829959,0.080699999,31000,53000,20847,8400,6,1,5,,,680,,0.9,0,6,0,3,3,0,2,0
224,2011.46,Trinidad and Tobago,3,Trinidad and Tobago,Trinidad and Tobago,TTO,780,52,0.833,2.799962963,1.667,2,0.656,0.66,0.685,0.713,0.736,1,0.38,0.54,0.71,84,0.621,0.653,0.611,0.601,40.26666667,0.473,48,45,34.6,33.26666667,67.56666667,66.56666667,42.5,96,98,0.019962963,5.566666667,0.4,1.5,5.566666667,0.8,,2,3,7,0,4,,12,-19.16666667,100,0,13.9,25.3,31.16666667,,6,8,0,146,,,0.2,0,11,10,11,15,7,,76,82,40,39.7,,7,42,1.166666667,1.3,1.366666667,0.7,0.4,8.5,13.9,23.5,30.8,65.9,37.86666667,2.1,1.7,103,103.0666667,44.5,44.5,83.4,1.05,15.56666667,0.76,,1,,98.7,48.6,103.4,91.76666667,88.76666667,73.9,11.56666667,4.2,6.566666667,17.16666667,86.56666667,1178,12,27,10,9,1,0.3,1.5,31,35,107,219,751,4.2,2.7,0.1,,,25.86666667,25.3,3.766666667,0.1,9.066666667,63.2,0.5,82,24.1,33.5,18108,2.1,6.066666667,,,49,0,,,,136,279,100,17,127,4.566666667,13.16666667,0,23.86666667,12,5128,5128,0,0,362,1227505,19.5,72.06666667,8.4,-0.086962963,14.34888889,8.288888889,-6.928888889,14,3,27.69,28.92888889,26.41,71.37,68.51,74.29888889,1.72,1.5,15000,98.56666667,99.06666667,98,,26100000000,20590000000,0.5,59.36666667,40.1,0.631,6.4,17,11.56666667,6.614,7.24,26.36666667,11.3,2.5,7.202,7.034,0,0,151600,43000,248300,92480,728.2988889,39.3,21.94,17.36,0,436.1,3.363,12.06,8.234,9.659,4.302999999,314800,1970000,168876,593000,6,3,3,,,8320,,0.3,1,3,2,1,5,1,1,1
225,2011.46,Tunisia,11,Tunisia,Tunisia,TUN,788,616,8.611,7.933,6.333,7,0.436,0.526,0.613,0.65,0.683,5,1.49,1.3,1.07,7,0.511,0.751,0.378,0.469,40.76666667,0.515,56,100,6.9,19.86666667,33.5,48,60.2,96,90,0.009962963,2.766666667,4.9,1.1,13.06666667,6.9,,1,3,61.5,2,14,2,16,7,86,14,1.6,2.266666667,1.3,37,6,15,174,362,,7,2.266666667,0,-1,-1,7,10,5.9,5.9,73,85,72,1.5,,5,81,8.166666667,10.4,12.06666667,1.7,1,58,67.26666667,20.66666667,29.1,74.5,42,3.1,1.8,106.2,106.7,40.5,40.5,64.26666667,,,,3.9,,,78,23.1,107.5666667,97.7,90.2,65.76666667,31.6,5.9,8.5,17.3,,463,13,20,1,2,-1,0.1,0.1,18,21,72,132,537,7.2,3,1,1.3,5.566666667,22.8,25.3,6.5,1.3,46.36666667,38.5,4.9,191,40.26666667,82.06666667,3903,3.1,3.2,12,2218,,1,,,,95,813,100,27.1,973,2.2,9.8,4.066666667,16.16666667,2,163610,155360,8250,1424,1148,10629186,23.16666667,69.26666667,7.5,0.978,17.39888889,5.83,-1.79,67,1.5,25.92,29.6,21.96888889,75.01,73,77.17,2.028888889,-1,2400,74.26666667,83.4,65.26666667,7.098888889,1.00E+11,44290000000,10.56666667,34.6,54.76666667,3.83,14,3.798888889,26.1,9.806,11.76,49.5,4.5,1.6,11.08,11.8,130,145,91380,89000,77130,87300,425,2.97,4.22,0,1.25,65.13,-1.389,16.11,20.02,11.23,18.76,1279000,9754000,490,3500000,32,16,16,,2167,19232,,1.398888889,9,8,6,4,1,3,3,2
226,2011.46,Turkey,21,Turkey,Turkey,TUR,792,640,4.444,7.333,10,7,0.467,0.552,0.629,0.656,0.679,-1,1.24,1.03,0.76,14,0.518,0.69,0.405,0.498,41.2,0.621,77,44,38.76666667,9.066666667,27.1,46.76666667,71,92,83,0.038962963,8.5,19,15.4,16,7.266666667,27,2,3,38.26666667,1,13,2,12,8.3,90,10,2.6,3.6,1.9,5,1,10,427,957,43,578,214.4,1,-1,-1,8,9,5.5,5.5,71,76,44,2.9,10,8,42,56.1,75.7,90.4,1.7,1.1,59.2,69.7,21.5,28.3,67.26666667,47.76666667,2.9,2.1,103.5,104.0666667,52.5,52.5,64.56666667,0.73,35.26666667,1.61,3.9,5,112,88.7,22.3,97.56666667,93.9,82.06666667,71.2,37.1,5.766666667,2.1,,,677,15,28,4,3,,,,20,22,73,138,701,2.9,3.366666667,0.7,2.2,7.4,18.6,19.86666667,2.5,0.3,27.36666667,27.3,0.2,18,734.8666667,991.7,9942,2.366666667,18.6,55,8699,481,,,,,113,141,100,34.36666667,916,7.766666667,,16.8,5.766666667,13,783562,769632,13930,2648,7200,78785548,26.6,67.06666667,6.266666667,1.235,17.92888889,6.098888889,0.51,70,1.7,23.94,25,22.82,72.5,70.60888889,74.48888889,2.148888889,-1,4600,87.4,95.26666667,79.56666667,2.9,9.61E+11,7.42E+11,8.8,25.66666667,65.5,24.73,12.4,17.10888889,18,159.4,189.6,48.1,8.698888889,6,198.4,198.1,1120,790,52980,579500,133100,734600,262.1988889,1.014,35.07,0.708,35.77,6.088,-38.82,177.4,166.3,78,270.7,16534000,62780000,3433000,27233000,99,88,11,20,8697,352046,1200,5.298888889,4,7,10,4,2,2,3,3
227,2011.46,Turkmenistan,15,Turkmenistan,Turkmenistan,TKM,795,701,8.611,9.333,6.333,7,,,,0.642,0.669,0,,,,,0.493,0.52,0.647,0.355,40.76666667,,,130,19.5,,,,61.76666667,99,100,,,,,,,,0,2,107,0,,0,,,100,0,7.2,9,3,11,,2,691,0,,,0.7,0,9,6,10,9,7.2,7.266666667,,85,78,2.9,3,,,3.7,5.2,6.266666667,2.6,1.166666667,45.1,49.5,19.66666667,24.66666667,79.4,49.6,4,2.266666667,103.2,103.2,55.6,55.6,,,,,,,,99.5,,,,,,,,,,,153,24,41,4,1,,,-1,43,48,212,377,1100,,1.366666667,,,1.166666667,,6.5,5.266666667,0.1,3.6,74,,,15.3,33.36666667,3039,0.3,,,3181,11,,9,,,32,334,14,1.5,1150,0.1,,,,,488100,469930,18170,3736,0,4997503,27.5,68.4,4.066666667,1.137962963,19.53888889,6.24,-1.92,50,2.2,42.34,50.42,33.85,68.51888889,65.56888889,71.62888889,2.16,-1,,98.76666667,99.26666667,98.26666667,,36900000000,27960000000,10.16666667,30,59.76666667,2.299999999,60,30,12.4,1.97,1.878,,12,7.266666667,15.5,13,2500,0,197700,120000,38360,0,600,34,20,14,0,7504,3.080999959,9.672,4.888,10.81,5,478000,1500000,794,80400,27,22,5,1,2980,58592,1300,3.398888889,9,9,6,4,2,3,3,2
228,2011.46,Turks and Caicos Islands,3,Turks and Caicos Islands,Turks and Caicos Islands,TCA,796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,948,948,0,0,389,44819,22.66666667,73.2,4,3.484962963,17.76,2.99,20.07888889,93,1.6,11.97,15.01888889,8.768888889,79.10888889,76.39,81.96888889,1.7,,,,,,,216000000,,,,,0.004847999,10,,,0.047,0.0336,,4,,0.012,0.01116,0,0,0,,,,0,0,0,0,0,0,,0.1692,0.1756,,,3700,25100,8969,,8,7,1,,,121,,,,,,,5,,,
229,2011.46,Tuvalu,14,Tuvalu,Tuvalu,TUV,798,947,3.888962963,3.399962963,8.666962963,4,,,,,,,,,,,,,,,,,,,,0,,,,97,100,,,,,,,,2,,,0,,,,,,,,,0.4,,3,16,0,,,,,,,,,,,,,,,,,,,0,0,0,0.7,0.4,40.7,50.36666667,,,,,,,,,,,97.9,1.01,2,0.81,,,,,,105.5666667,,,,,37.36666667,,,,9,9,56,1,7,,,,30,36,279,257,979,,,,,,,,,,1662,41.26666667,,,,,,,,,,,,,,,,,,,,4.566666667,,,75.26666667,,26,26,0,0,24,10544,30.6,64,5.4,0.702,23.23888889,9.198888889,-7.018888889,50,1.398888889,34.52,37.56,31.32888889,64.75,62.7,66.9,3.108888889,,,,,,,36000000000,32000000,16.6,27.16666667,56.2,0.003614999,,,,0.02154,0.02305,,3.798888889,,,,,,,,,,,,,,,,-0.011679959,0.001,0.012909999,,,1700,2000,109478,4200,1,,1,,,8,,,4,3,9,3,3,2,1,3
