country,year,tyr,pri,sec,ter,democ,autoc,gdp,region,population,area,democavg,autocavg
Colombia,1880,0.42074093,17.413778,0.26664948,0.13383397,8,0,NA,2,NA,NA,4.857142857,2.085714286
Colombia,1885,0.47639197,15.062365,0.34311384,0.16770667,8,0,NA,2,NA,NA,4.857142857,2.085714286
Colombia,1890,0.50610799,17.358047,0.44140899,0.21013451,1,4,NA,2,NA,NA,4.857142857,2.085714286
Colombia,1895,0.52232254,19.500092,0.56770492,0.26326808,1,4,NA,2,NA,NA,4.857142857,2.085714286
Colombia,1900,0.84690732,21.685455,0.81869948,0.25248244,3,3,1164.888,2,4237880,NA,4.857142857,2.085714286
Colombia,1905,0.9952814,23.870817,1.3832772,0.2339883,1,6,1260.369,2,4687320,NA,4.857142857,2.085714286
Colombia,1910,1.4388037,26.056181,1.9365921,0.21549414,1,6,1390.9,2,5183400,NA,4.857142857,2.085714286
Colombia,1915,1.6211159,38.169991,2.1080368,0.197,1,6,1351.361,2,5796080,NA,4.857142857,2.085714286
Colombia,1920,1.7907014,39.106678,0.79051381,0.22880653,1,6,1502.207,2,6585780,NA,4.857142857,2.085714286
Colombia,1925,2.0126762,37.584618,0.7996093,0.26061305,1,6,1501.99,2,7484660,NA,4.857142857,2.085714286
Colombia,1930,2.1688924,36.087788,1.9937248,0.29241958,6,1,1764.465,2,8388840,NA,4.857142857,2.085714286
Colombia,1935,2.3154352,39.432621,1.5809032,0.32422611,6,1,2006.86,2,8901880,NA,4.857142857,2.085714286
Colombia,1940,2.3994994,41.080719,1.92108,0.30986664,6,1,2268.528,2,9724440,NA,4.857142857,2.085714286
Colombia,1945,2.5290475,39.588406,1.6110227,0.42106742,6,1,2273.476,2,11097140,1141750,4.857142857,2.085714286
Colombia,1950,2.3814185,43.145798,3.3670719,0.61626434,1,6,2577.007,2,12287157,1141750,4.857142857,2.085714286
Colombia,1955,2.7347388,55.706856,4.7148218,0.70158201,1,6,2840.253,2,14403709,1141750,4.857142857,2.085714286
Colombia,1960,3.1013241,59,10,1.7,7,0,2988.751,2,16840974,1141750,4.857142857,2.085714286
Colombia,1965,3.4694412,64,14,2.9000001,7,0,3218.574,2,19554403,1141750,4.857142857,2.085714286
Colombia,1970,3.9761317,69.230774,17.272728,4.6999998,7,0,3703.857,2,22500497,1141750,4.857142857,2.085714286
Colombia,1975,4.4276934,75.641029,26.945456,8,8,0,4333.953,2,25301939,1141750,4.857142857,2.085714286
Colombia,1980,4.9868522,82.051285,30.4,10.6,8,0,8160.23,2,28355626,1141750,4.857142857,2.085714286
Colombia,1985,5.6254773,75,34.545456,11.3,8,0,5113.395,2,31564089,1141750,4.857142857,2.085714286
Colombia,1990,6.1557822,74,38,14.7,8,0,5776.539,2,34874523,1141750,4.857142857,2.085714286
Colombia,1995,6.6776876,85,53.599998,17.200001,7,0,6463.815,2,38258569,1141750,4.857142857,2.085714286
Colombia,2000,7.1199303,100,68.773705,24,7,0,6079.678,2,41682594,1141750,4.857142857,2.085714286
Colombia,2005,7.5608912,100,79.851318,30,7,0,6680.987,2,44945790,1141750,4.857142857,2.085714286
Colombia,2010,9.3509283,100,93.88089,39,7,0,NA,NA,NA,NA,4.857142857,2.085714286
Costa Rica,1820,NA,2.0931571,0,0,NA,NA,NA,NA,NA,NA,8.2,0.142857143
Costa Rica,1825,NA,2.6526828,0,0,NA,NA,NA,NA,NA,NA,8.2,0.142857143
Costa Rica,1830,NA,3.3567002,0,0,NA,NA,NA,NA,NA,NA,8.2,0.142857143
Costa Rica,1835,NA,4.2395082,0,0,NA,NA,NA,NA,NA,NA,8.2,0.142857143
Costa Rica,1840,NA,5.3417916,0,0,0,3,NA,2,NA,NA,8.2,0.142857143
Costa Rica,1845,NA,6.7107954,0,0,2,1,NA,2,NA,NA,8.2,0.142857143
Costa Rica,1850,NA,8.3998413,0,0,2,1,NA,2,NA,NA,8.2,0.142857143
Costa Rica,1855,NA,10.466812,0,0,3,0,NA,2,NA,NA,8.2,0.142857143
Costa Rica,1860,NA,12.971163,0,0,3,0,NA,2,NA,NA,8.2,0.142857143
Costa Rica,1865,NA,15.969026,0,0,3,0,NA,2,NA,NA,8.2,0.142857143
Costa Rica,1870,0.32342836,19.506216,0,0,5,0,NA,2,NA,NA,8.2,0.142857143
Costa Rica,1875,0.39704448,23.609364,0,0,6,0,NA,2,NA,NA,8.2,0.142857143
Costa Rica,1880,0.48478815,28.27614,0,0,6,0,NA,2,NA,NA,8.2,0.142857143
Costa Rica,1885,0.58806217,33.466473,0,0,7,0,NA,2,NA,NA,8.2,0.142857143
Costa Rica,1890,0.71705753,39.097336,0.059271418,0,10,0,NA,2,NA,NA,8.2,0.142857143
Costa Rica,1895,0.86589772,45.043705,0.16936696,0,10,0,NA,2,NA,NA,8.2,0.142857143
Costa Rica,1900,1.5637106,34.828514,0.36296287,0,10,0,NA,2,297000,NA,8.2,0.142857143
Costa Rica,1905,1.8901476,35.251862,0.69063562,0,10,0,NA,2,340000,NA,8.2,0.142857143
Costa Rica,1910,2.2056615,40.550488,0.64144254,0,10,0,NA,2,363000,NA,8.2,0.142857143
Costa Rica,1915,2.4459794,48.960209,0.74007714,0,10,0,NA,2,390000,NA,8.2,0.142857143
Costa Rica,1920,2.7137089,45.494579,1.6356894,0,10,0,2193.965,2,420000,NA,8.2,0.142857143
Costa Rica,1925,2.9875329,46.793476,1.215847,0,10,0,2249.912,2,460000,NA,8.2,0.142857143
Costa Rica,1930,3.1284425,54.997272,1.2926569,0,10,0,2196.925,2,5.00E+05,NA,8.2,0.142857143
Costa Rica,1935,3.2811713,61.810776,1.5495926,0,10,0,2063.532,2,550000,NA,8.2,0.142857143
Costa Rica,1940,3.433733,63.326553,2.3499863,0.97649348,10,0,2381.898,2,620000,NA,8.2,0.142857143
Costa Rica,1945,3.6181564,69.964203,3.6976378,1.3729895,10,0,2181.097,2,7.00E+05,NA,8.2,0.142857143
Costa Rica,1950,3.6007602,68.496483,4.2580409,1.4108471,10,0,2652.431,2,866982,NA,8.2,0.142857143
Costa Rica,1955,3.8161099,88.120232,12.302169,2.0358443,10,0,3323.52,2,1031782,NA,8.2,0.142857143
Costa Rica,1960,3.9629149,81,14,4.9000001,10,0,3668.968,2,1333522,NA,8.2,0.142857143
Costa Rica,1965,4.2198987,89,17.428572,6.0999999,10,0,4224.286,2,1582263,51100,8.2,0.142857143
Costa Rica,1970,4.0330677,89,22,10.6,10,0,5071.993,2,1821055,51100,8.2,0.142857143
Costa Rica,1975,5.2969542,92,35,17.700001,10,0,5939.543,2,2050869,51100,8.2,0.142857143
Costa Rica,1980,6.2602005,90,39,23.299999,10,0,6634.775,2,2347045,51100,8.2,0.142857143
Costa Rica,1985,6.8815842,87,35,22,10,0,5864.317,2,2696691,51100,8.2,0.142857143
Costa Rica,1990,7.2823696,87,36,26.299999,10,0,6413.777,2,3075679,51100,8.2,0.142857143
Costa Rica,1995,7.6141253,95.230003,44,31.9,10,0,7083.06,2,3474897,51100,8.2,0.142857143
Costa Rica,2000,7.96106,100,56.109699,16,10,0,8341.47,2,3928797,51100,8.2,0.142857143
Costa Rica,2005,8.5245819,100,72.200104,25,10,0,9409.109,2,4327228,51100,8.2,0.142857143
Costa Rica,2010,8.4293213,100,90.069855,44,10,0,NA,NA,NA,NA,8.2,0.142857143
Cuba,1820,NA,0.68852246,0.02153312,0.00531299,NA,NA,NA,NA,NA,NA,1.904761905,4.333333333
Cuba,1825,NA,0.88837719,0.028216565,0.006793527,NA,NA,NA,NA,NA,NA,1.904761905,4.333333333
Cuba,1830,NA,1.1455805,0.036973655,0.008686601,NA,NA,NA,NA,NA,NA,1.904761905,4.333333333
Cuba,1835,NA,1.4761516,0.048447229,0.011107138,NA,NA,NA,NA,NA,NA,1.904761905,4.333333333
Cuba,1840,NA,1.9002974,0.063479014,0.014202068,NA,NA,NA,NA,NA,NA,1.904761905,4.333333333
Cuba,1845,NA,2.4433219,0.083170891,0.018159222,NA,NA,NA,NA,NA,NA,1.904761905,4.333333333
Cuba,1850,NA,3.1366086,0.1089648,0.023218716,NA,NA,NA,NA,NA,NA,1.904761905,4.333333333
Cuba,1855,NA,4.0185924,0.14274691,0.029687461,NA,NA,NA,NA,NA,NA,1.904761905,4.333333333
Cuba,1860,NA,5.1355672,0.18698297,0.037957728,NA,NA,NA,NA,NA,NA,1.904761905,4.333333333
Cuba,1865,NA,6.5420637,0.24489415,0.048530795,NA,NA,NA,NA,NA,NA,1.904761905,4.333333333
Cuba,1870,0.1224891,8.3004103,0.32068416,0.062047169,NA,NA,NA,NA,NA,NA,1.904761905,4.333333333
Cuba,1875,0.15599652,10.478929,0.41983199,0.079325043,NA,NA,NA,NA,NA,NA,1.904761905,4.333333333
Cuba,1880,0.19877747,13.14812,0.54946661,0.10140934,NA,NA,NA,NA,NA,NA,1.904761905,4.333333333
Cuba,1885,0.25167423,20.182089,0.71884334,0.12963407,NA,NA,NA,NA,NA,NA,1.904761905,4.333333333
Cuba,1890,0.32678986,27.216059,0.93994313,0.16570154,NA,NA,NA,NA,NA,NA,1.904761905,4.333333333
Cuba,1895,0.44285533,36.363029,1.2282152,0.21178281,NA,NA,NA,NA,NA,NA,1.904761905,4.333333333
Cuba,1900,0.81744647,45.509998,1.6034811,0.27064481,NA,NA,NA,NA,NA,NA,1.904761905,4.333333333
Cuba,1905,1.3223339,41.971489,1.4066164,0.16946959,4,1,NA,2,1965540,NA,1.904761905,4.333333333
Cuba,1910,1.5786144,38.43298,1.2097518,0.34908646,4,1,NA,2,2263380,NA,1.904761905,4.333333333
Cuba,1915,2.0256116,46.694687,1.2842466,0.42544717,4,1,NA,2,2636700,NA,1.904761905,4.333333333
Cuba,1920,2.2842538,54.95639,1.4079133,0.64289755,4,1,NA,2,3056940,NA,1.904761905,4.333333333
Cuba,1925,2.609302,53.343063,1.6343983,0.25048596,4,1,NA,2,3500640,NA,1.904761905,4.333333333
Cuba,1930,2.9576821,51.729736,1.602893,0.99035621,4,3,3542.215,2,3913740,NA,1.904761905,4.333333333
Cuba,1935,3.1607356,53.488426,1.7440902,1.0936871,4,1,3226.656,2,4305420,NA,1.904761905,4.333333333
Cuba,1940,3.3116276,55.24712,1.3793268,1.197018,4,1,2842.679,2,4657320,NA,1.904761905,4.333333333
Cuba,1945,3.4237251,62.687202,2.9492691,1.3003489,4,1,4178.986,2,5030640,110860,1.904761905,4.333333333
Cuba,1950,3.5796447,70.127281,6.7573876,2.8942156,4,1,4814.964,2,5900493,110860,1.904761905,4.333333333
Cuba,1955,3.6625512,71.707115,9.8344994,2.988421,0,9,4717.913,2,6508728,110860,1.904761905,4.333333333
Cuba,1960,4.0793681,66.240738,14.615384,3.3,NA,NA,4828.272,2,7141009,110860,1.904761905,4.333333333
Cuba,1965,4.5500584,100,15.384615,3.7,0,7,4678.823,2,7950019,110860,1.904761905,4.333333333
Cuba,1970,5.4143863,100,17.692308,4.6999998,0,7,4511.863,2,8710428,110860,1.904761905,4.333333333
Cuba,1975,6.4845538,100,32.307693,11,0,7,5657.515,2,9431897,110860,1.904761905,4.333333333
Cuba,1980,7.8203359,98,56.153847,19.5,0,7,6222.689,2,9823291,110860,1.904761905,4.333333333
Cuba,1985,8.6367226,95,67.692307,20.1,0,7,7175.234,2,10085530,110860,1.904761905,4.333333333
Cuba,1990,9.2079096,94,70,20.9,0,7,6958.116,2,10604907,110860,1.904761905,4.333333333
Cuba,1995,9.5815411,99,77.599998,12.7,0,7,4545.058,2,10929915,110860,1.904761905,4.333333333
Cuba,2000,9.8797359,99.579048,80.850739,22,0,7,5698.618,2,11142065,110860,1.904761905,4.333333333
Cuba,2005,10.359558,98.487885,90.471863,62,0,7,6897.232,2,11259905,110860,1.904761905,4.333333333
Cuba,2010,11.055889,100,88.485764,95,0,7,NA,NA,NA,NA,1.904761905,4.333333333
Dominican Rep.,1820,NA,0.17027512,0,0,NA,NA,NA,NA,NA,NA,2.133333333,4.066666667
Dominican Rep.,1825,NA,0.21195343,0,0,NA,NA,NA,NA,NA,NA,2.133333333,4.066666667
Dominican Rep.,1830,NA,0.26380664,0,0,NA,NA,NA,NA,NA,NA,2.133333333,4.066666667
Dominican Rep.,1835,NA,0.32830414,0,0,NA,NA,NA,NA,NA,NA,2.133333333,4.066666667
Dominican Rep.,1840,NA,0.40850654,0,0,NA,NA,NA,NA,NA,NA,2.133333333,4.066666667
Dominican Rep.,1845,NA,0.47885469,0,0,1,4,NA,2,160000,NA,2.133333333,4.066666667
Dominican Rep.,1850,NA,0.717143,0,0,1,4,NA,2,180000,NA,2.133333333,4.066666667
Dominican Rep.,1855,NA,1.9491155,0,0,1,4,NA,2,2.00E+05,NA,2.133333333,4.066666667
Dominican Rep.,1860,NA,3.1810882,0,0,1,4,NA,2,220000,NA,2.133333333,4.066666667
Dominican Rep.,1865,NA,4.4130607,0,0,1,4,NA,2,240000,NA,2.133333333,4.066666667
Dominican Rep.,1870,0.07270135,5.9207883,0,0,1,4,NA,2,260000,NA,2.133333333,4.066666667
Dominican Rep.,1875,0.10429628,7.5169687,0,0,1,4,NA,2,280000,NA,2.133333333,4.066666667
Dominican Rep.,1880,0.14396557,8.4764557,0,0,1,4,NA,2,3.00E+05,NA,2.133333333,4.066666667
Dominican Rep.,1885,0.18710549,8.2957096,0,0,1,4,NA,2,357000,NA,2.133333333,4.066666667
Dominican Rep.,1890,0.22492903,9.0519361,0,0,1,4,NA,2,416000,NA,2.133333333,4.066666667
Dominican Rep.,1895,0.25604671,10.767636,0,0,1,4,NA,2,482000,NA,2.133333333,4.066666667
Dominican Rep.,1900,0.29055277,12.453366,0,0,1,4,NA,2,535600,NA,2.133333333,4.066666667
Dominican Rep.,1905,0.70124638,12.235538,0,0,1,4,NA,2,618800,NA,2.133333333,4.066666667
Dominican Rep.,1910,1.0594342,12.481281,0,0,1,4,NA,2,715520,NA,2.133333333,4.066666667
Dominican Rep.,1915,1.2963791,12.581736,0,0,NA,NA,NA,2,816400,NA,2.133333333,4.066666667
Dominican Rep.,1920,1.5291293,45.661907,0.83677387,0,NA,NA,NA,2,914160,NA,2.133333333,4.066666667
Dominican Rep.,1925,1.8502424,36.989151,0.70194292,0,1,4,NA,2,1096160,NA,2.133333333,4.066666667
Dominican Rep.,1930,2.2053459,30.837282,0.59253389,0,NA,NA,NA,2,1306240,NA,2.133333333,4.066666667
Dominican Rep.,1935,2.300741,30.585155,1.3425103,0.12519084,0,9,NA,2,1543360,NA,2.133333333,4.066666667
Dominican Rep.,1940,2.3049049,35.501247,1.4966089,0.25565654,0,9,NA,2,1740960,NA,2.133333333,4.066666667
Dominican Rep.,1945,2.3904691,52.631729,2.0252795,0.41544941,0,9,NA,2,1964560,NA,2.133333333,4.066666667
Dominican Rep.,1950,2.5318694,51.999996,2.8442829,0.54586571,0,9,1833.551,2,2447087,NA,2.133333333,4.066666667
Dominican Rep.,1955,2.5826185,84.499992,2.8061874,0.65540177,0,9,2111.734,2,2846747,NA,2.133333333,4.066666667
Dominican Rep.,1960,2.7846425,53.741936,5.4542503,1.3,0,9,2325.885,2,3348958,NA,2.133333333,4.066666667
Dominican Rep.,1965,3.1498775,47.709679,9.4451818,2.2,NA,NA,2247.931,2,3949956,48730,2.133333333,4.066666667
Dominican Rep.,1970,3.7353516,54.838711,16.464991,6.3000002,1,4,2788.34,2,4595872,48730,2.133333333,4.066666667
Dominican Rep.,1975,4.3039665,57.032261,27.341413,10,1,4,3770.215,2,5264042,48730,2.133333333,4.066666667
Dominican Rep.,1980,4.979207,62.516129,32.542107,14,6,0,4235.106,2,5933569,48730,2.133333333,4.066666667
Dominican Rep.,1985,5.5777864,68,38.125454,18,6,0,4092.67,2,6607910,48730,2.133333333,4.066666667
Dominican Rep.,1990,6.1291995,75,44.666752,24.71143,6,0,4412.729,2,7294812,48730,2.133333333,4.066666667
Dominican Rep.,1995,6.5800347,85.489998,32.470688,25,5,0,4812.481,2,8013383,48730,2.133333333,4.066666667
Dominican Rep.,2000,7.0273266,100,57.232979,29,8,0,6497.367,2,8743983,48730,2.133333333,4.066666667
Dominican Rep.,2005,7.5374465,96.455948,66.556915,33,8,0,7716.022,2,9469601,48730,2.133333333,4.066666667
Dominican Rep.,2010,8.123827,99.215836,69.675194,40.93248,8,0,NA,NA,NA,NA,2.133333333,4.066666667
Ecuador,1820,NA,1.1484776,0,0.002329843,NA,NA,NA,NA,NA,NA,2.513513514,1.972972973
Ecuador,1825,NA,1.4631575,0,0.002976526,NA,NA,NA,NA,NA,NA,2.513513514,1.972972973
Ecuador,1830,NA,1.8624506,0,0.003802698,1,2,NA,2,NA,NA,2.513513514,1.972972973
Ecuador,1835,NA,2.3681178,0,0.004858173,1,2,NA,2,NA,NA,2.513513514,1.972972973
Ecuador,1840,NA,3.0069127,0,0.006206588,1,2,NA,2,NA,NA,2.513513514,1.972972973
Ecuador,1845,NA,3.8113623,0,0.007929235,1,2,NA,2,NA,NA,2.513513514,1.972972973
Ecuador,1850,NA,4.8204422,0,0.010129957,1,2,NA,2,NA,NA,2.513513514,1.972972973
Ecuador,1855,NA,6.0799694,0,0.012941399,1,2,NA,2,NA,NA,2.513513514,1.972972973
Ecuador,1860,NA,7.6424456,0,0.016532995,1,2,NA,2,NA,NA,2.513513514,1.972972973
Ecuador,1865,NA,9.5659924,0,0.021121148,1,2,NA,2,NA,NA,2.513513514,1.972972973
Ecuador,1870,0.19090983,11.911907,0,0.026982244,1,2,NA,2,NA,NA,2.513513514,1.972972973
Ecuador,1875,0.23814754,14.740376,0,0.034469232,1,2,NA,2,NA,NA,2.513513514,1.972972973
Ecuador,1880,0.29622591,18.103981,0,0.04403279,1,2,NA,2,NA,NA,2.513513514,1.972972973
Ecuador,1885,0.36725888,22.039021,0,0.056248296,1,2,NA,2,NA,NA,2.513513514,1.972972973
Ecuador,1890,0.45311284,26.555378,0,0.071850203,1,2,NA,2,NA,NA,2.513513514,1.972972973
Ecuador,1895,0.55613112,26.547901,0,0.091775768,1,2,NA,2,NA,NA,2.513513514,1.972972973
Ecuador,1900,0.90003389,26.540426,0,0.11460669,1,2,NA,2,1400000,NA,2.513513514,1.972972973
Ecuador,1905,1.0362382,26.532949,0,0.1374376,1,4,NA,2,1505000,NA,2.513513514,1.972972973
Ecuador,1910,1.2459118,34.225872,0.30409861,0.16026852,1,4,NA,2,1617000,NA,2.513513514,1.972972973
Ecuador,1915,1.4167572,22.690119,0.28875428,0.16301925,1,4,NA,2,1717000,NA,2.513513514,1.972972973
Ecuador,1920,1.581163,34.054672,0.55857259,0.23216124,1,4,NA,2,1790000,NA,2.513513514,1.972972973
Ecuador,1925,1.6832296,39.528797,0.54061478,0.27140331,1,2,NA,2,1865000,NA,2.513513514,1.972972973
Ecuador,1930,1.8608629,45.002922,0.65380049,0.3106454,1,2,NA,2,1944000,NA,2.513513514,1.972972973
Ecuador,1935,2.0775669,51.683006,1.3308833,0.35872295,1,2,NA,2,2196000,NA,2.513513514,1.972972973
Ecuador,1940,2.2316256,57.722305,1.3142916,0.41912699,1,2,1817.722,2,2466000,NA,2.513513514,1.972972973
Ecuador,1945,2.4322999,63.7616,2.6261048,0.61855322,1,2,1934.776,2,2781000,283560,2.513513514,1.972972973
Ecuador,1950,2.6192055,58.494789,4.5262127,0.80318284,4,2,2497.19,2,3369955,283560,2.513513514,1.972972973
Ecuador,1955,2.9311736,68.11525,6.0551701,1.0007628,4,2,2816.7,2,3842399,283560,2.513513514,1.972972973
Ecuador,1960,3.2903757,66.58242,8.3999996,2.5999999,4,2,3067.672,2,4438762,283560,2.513513514,1.972972973
Ecuador,1965,3.9981499,73,11.9,3.3,1,2,3439.305,2,5144209,283560,2.513513514,1.972972973
Ecuador,1970,4.5518379,79,15.4,7.9000006,4,4,3814.03,2,5969919,283560,2.513513514,1.972972973
Ecuador,1975,5.0666947,78,28,26.9,0,5,4637.202,2,6907194,283560,2.513513514,1.972972973
Ecuador,1980,6.34761,86.25,36.400002,36.5,9,0,5535.148,2,7961410,283560,2.513513514,1.972972973
Ecuador,1985,6.7617469,87,38.5,33.099998,8,0,5409.677,2,9098797,283560,2.513513514,1.972972973
Ecuador,1990,7.2348757,88.5,39.200001,20,9,0,5231.263,2,10271884,283560,2.513513514,1.972972973
Ecuador,1995,7.3153291,92,48.060001,22,9,0,5694.403,2,11396394,283560,2.513513514,1.972972973
Ecuador,2000,7.4148259,100,56.359962,27.666666,6,0,4314.442,2,12305544,283560,2.513513514,1.972972973
Ecuador,2005,7.6996083,100,60.598137,33.333332,6,0,4885.689,2,13060993,283560,2.513513514,1.972972973
Ecuador,2010,8.0154371,100,81.705559,39,5,0,NA,NA,NA,NA,2.513513514,1.972972973
El Salvador,1820,NA,1.4959437,0,0,NA,NA,NA,NA,NA,NA,1.90625,3.40625
El Salvador,1825,NA,1.8590435,0.003490255,0,NA,NA,NA,NA,NA,NA,1.90625,3.40625
El Salvador,1830,NA,2.3082316,0.008872967,0,NA,NA,NA,NA,NA,NA,1.90625,3.40625
El Salvador,1835,NA,2.8628199,0.017128432,0,NA,NA,NA,NA,NA,NA,1.90625,3.40625
El Salvador,1840,NA,3.5458694,0.02948237,0,NA,NA,NA,NA,NA,NA,1.90625,3.40625
El Salvador,1845,NA,4.3846083,0.047632463,0,1,2,NA,2,NA,NA,1.90625,3.40625
El Salvador,1850,NA,5.410727,0.073918916,0,1,2,NA,2,NA,NA,1.90625,3.40625
El Salvador,1855,NA,6.6604309,0.11155335,0,NA,NA,NA,2,NA,NA,1.90625,3.40625
El Salvador,1860,NA,8.1740942,0.16492474,0,1,2,NA,2,NA,NA,1.90625,3.40625
El Salvador,1865,NA,9.9953089,0.24000585,0,1,2,NA,2,NA,NA,1.90625,3.40625
El Salvador,1870,0.22236216,12.169101,0.34488964,0,1,2,NA,2,NA,NA,1.90625,3.40625
El Salvador,1875,0.27460286,14.739083,0.49049088,0,1,2,NA,2,NA,NA,1.90625,3.40625
El Salvador,1880,0.33856517,17.743408,0.69145244,0,1,2,NA,2,NA,NA,1.90625,3.40625
El Salvador,1885,0.41645396,21.209545,0.96729708,0,1,2,NA,2,NA,NA,1.90625,3.40625
El Salvador,1890,0.50883341,21.289297,0.90142298,0,1,2,NA,2,NA,NA,1.90625,3.40625
El Salvador,1895,0.60441101,21.619516,0.85456538,0,1,2,NA,2,NA,NA,1.90625,3.40625
El Salvador,1900,0.82295662,20.502205,0.8125869,0,1,2,NA,2,766000,NA,1.90625,3.40625
El Salvador,1905,0.92420882,19.731979,0.73358405,0,0,6,NA,2,851000,NA,1.90625,3.40625
El Salvador,1910,1.1526722,21.763973,0.66187042,0,0,6,NA,2,946000,NA,1.90625,3.40625
El Salvador,1915,1.2077471,22.666786,0.5969485,0,0,6,NA,2,1052000,NA,1.90625,3.40625
El Salvador,1920,1.2808045,25.018896,0.53834295,0,0,6,1625.865,2,1170000,NA,1.90625,3.40625
El Salvador,1925,1.3518291,19.60298,0.48595685,0.2072735,0,6,1613.496,2,1300000,NA,1.90625,3.40625
El Salvador,1930,1.4100698,17.611719,0.44171339,0.21201596,0,6,1822.299,2,1440000,NA,1.90625,3.40625
El Salvador,1935,1.411009,24.918478,0.41780755,0.21594889,0,9,1780.063,2,1530000,NA,1.90625,3.40625
El Salvador,1940,1.4134626,31.478729,0.67265081,0.21988183,0,9,1937.209,2,1630000,NA,1.90625,3.40625
El Salvador,1945,1.5356864,32.252911,0.78540492,0.4103227,0,8,1901.922,2,1740000,NA,1.90625,3.40625
El Salvador,1950,1.5471222,42.540264,3.4176443,0.43249536,0,6,2595.887,2,1939800,NA,1.90625,3.40625
El Salvador,1955,1.6952782,50.520939,6.1728778,0.46681148,0,6,2832.281,2,2221139,NA,1.90625,3.40625
El Salvador,1960,1.9845976,59.512196,8.272727,1.1,1,4,3075.086,2,2578374,NA,1.90625,3.40625
El Salvador,1965,2.4140835,61,10.818182,1.7,3,3,3663,2,3012155,21040,1.90625,3.40625
El Salvador,1970,2.904115,67,14,3.3,3,3,3812.882,2,3598235,21040,1.90625,3.40625
El Salvador,1975,3.3694365,67.40506,11.755051,7.8000002,2,3,4365.435,2,4119533,21040,1.90625,3.40625
El Salvador,1980,3.7442615,66.506332,13.823232,3.9000001,NA,NA,4104.105,2,4585928,21040,1.90625,3.40625
El Salvador,1985,4.5714502,62.911392,14,17.9,6,0,3670.462,2,4769072,21040,1.90625,3.40625
El Salvador,1990,5.0807171,71,15,17.4,6,0,3694.113,2,5110176,21040,1.90625,3.40625
El Salvador,1995,5.8022866,80.959999,31.68,17.700001,7,0,4469.352,2,5631837,21040,1.90625,3.40625
El Salvador,2000,7.0390482,97.078911,52.703735,21,7,0,4732.127,2,6195276,21040,1.90625,3.40625
El Salvador,2005,8.082531,100,59.845768,21,7,0,4784.496,2,6668356,21040,1.90625,3.40625
El Salvador,2010,8.0648689,100,62.108131,23,8,0,NA,NA,NA,NA,1.90625,3.40625
Guatemala,1820,NA,1.5555744,0.029229008,0,NA,NA,NA,NA,NA,NA,2.294117647,3.970588235
Guatemala,1825,NA,1.9032223,0.036128391,0,NA,NA,NA,NA,NA,NA,2.294117647,3.970588235
Guatemala,1830,NA,2.3267465,0.044655621,0,NA,NA,NA,NA,NA,NA,2.294117647,3.970588235
Guatemala,1835,NA,2.8418148,0.0551944,0,NA,NA,NA,NA,NA,NA,2.294117647,3.970588235
Guatemala,1840,NA,3.4668968,0.068218663,0,1,4,NA,2,NA,NA,2.294117647,3.970588235
Guatemala,1845,NA,4.2235556,0.084313706,0,1,4,NA,2,NA,NA,2.294117647,3.970588235
Guatemala,1850,NA,5.1366587,0.10420218,0,1,2,NA,2,NA,NA,2.294117647,3.970588235
Guatemala,1855,NA,6.2344513,0.12877609,0,1,4,NA,2,NA,NA,2.294117647,3.970588235
Guatemala,1860,NA,7.5483875,0.1591361,0,1,4,NA,2,NA,NA,2.294117647,3.970588235
Guatemala,1865,NA,9.1126127,0.19663979,0,1,4,NA,2,NA,NA,2.294117647,3.970588235
Guatemala,1870,0.2182655,10.962961,0.24296069,0,1,4,NA,2,NA,NA,2.294117647,3.970588235
Guatemala,1875,0.26374769,13.135319,0.30016056,0,1,2,NA,2,NA,NA,2.294117647,3.970588235
Guatemala,1880,0.31807727,15.663255,0.37077734,0,4,2,NA,2,NA,NA,2.294117647,3.970588235
Guatemala,1885,0.38264722,18.57485,0.45793214,0,4,2,NA,2,NA,NA,2.294117647,3.970588235
Guatemala,1890,0.4632915,30.354391,1.3483747,0,4,2,NA,2,NA,NA,2.294117647,3.970588235
Guatemala,1895,0.59373361,32.947037,1.3226119,0,4,2,NA,2,NA,NA,2.294117647,3.970588235
Guatemala,1900,0.84263766,21.089046,1.2982534,0,0,9,NA,2,1352000,NA,2.294117647,3.970588235
Guatemala,1905,0.90561259,21.60022,1.2411993,0,0,9,NA,2,1423760,NA,2.294117647,3.970588235
Guatemala,1910,1.0732325,22.111395,1.1872529,0,0,9,NA,2,1498640,NA,2.294117647,3.970588235
Guatemala,1915,1.1989102,25.82012,1.1355447,0,0,9,NA,2,1577680,NA,2.294117647,3.970588235
Guatemala,1920,1.3093652,16.374817,0.5767498,0.28328609,0,9,1250.441,2,1660880,NA,2.294117647,3.970588235
Guatemala,1925,1.2821842,34.520683,1.0317121,0.35723692,4,2,1434.983,2,1749280,NA,2.294117647,3.970588235
Guatemala,1930,1.2932485,26.534975,1.0456499,0.25713596,4,2,1745.205,2,1841840,NA,2.294117647,3.970588235
Guatemala,1935,1.4154949,28.770283,1.5789742,0.23818888,0,9,1682.592,2,2059200,NA,2.294117647,3.970588235
Guatemala,1940,1.4255071,20.134678,1.0062522,0.2216312,0,9,2694.977,2,2288000,NA,2.294117647,3.970588235
