app_Brown	app_Cameron	app_Clegg	persfin	natecon	affect_fc	app_Afgh	MP_resign	gender	age	rent_own	memb_union	income	vote_intent
8	6	4	4	2	2	1	1	0	68	0	0	4	1
8	2	8	3	1	4	0	1	0	37	0	1	9	3
0	9	3	1	1	1	1	1	1	66	0	0	2	2
5	2	4	3	1	3	1	2	1	37	0	1	15	1
0	6	3	1	1	1	0	2	0	80	0	0	3	2
1	8	1	4	3	4	1	1	0	48	0	1	8	1
9	7	5	1	1	2	0	1	1	73	0	1	3	1
3	6	7	3	4	3	0	1	0	46	0	1	11	2
2	8	5	3	1	3	0	1	0	78	0	0	4	2
5	6	2	2	3	2	1	1	0	52	0	0	2	1
8	3	3	3	1	4	0	1	1	47	0	1	8	1
5	9	7	3	2	4	0	1	0	71	0	0	2	2
1	7	5	4	1	2	1	1	1	38	0	0	15	2
3	6	8	2	1	1	1	1	0	48	0	0	8	3
3	8	2	1	1	2	0	2	0	45	1	0	3	2
5	0	5	4	2	4	1	1	0	39	1	0	12	1
9	5	5	3	2	3	0	1	1	54	0	1	8	1
0	9	8	1	1	1	0	2	1	73	0	0	7	2
5	7	4	2	2	2	0	2	0	56	0	0	6	2
0	5	5	3	2	2	1	1	0	31	0	0	7	2
1	7	5	4	3	2	0	1	1	25	1	0	6	2
1	8	5	3	2	3	1	1	0	52	0	1	7	2
5	6	4	3	1	2	1	3	1	61	0	1	7	2
1	6	3	2	1	3	0	1	0	38	0	0	10	2
10	3	2	1	1	2	0	1	0	81	0	0	3	1
8	4	6	3	2	4	1	2	1	75	0	0	5	1
8	4	4	3	2	2	0	1	0	48	0	0	3	1
3	4	5	1	1	2	0	1	0	44	0	0	1	2
6	5	7	3	2	2	1	1	1	51	0	1	13	3
5	7	4	4	4	3	1	1	0	34	0	0	6	1
1	8	3	1	1	1	0	1	1	79	1	0	4	2
7	0	3	2	2	2	0	2	0	78	0	0	7	1
10	4	7	4	3	4	0	1	0	50	0	0	12	1
1	8	6	3	3	1	1	1	0	64	0	0	12	2
5	2	8	4	1	4	1	2	0	46	0	0	15	3
6	1	8	4	1	3	1	1	1	61	0	1	7	3
1	7	4	1	1	3	1	2	1	46	0	1	6	2
3	5	3	1	2	2	0	1	1	51	1	1	6	2
0	8	10	3	1	3	1	1	0	69	0	0	3	2
1	7	6	3	1	1	0	1	0	58	0	0	11	2
10	5	5	1	1	2	1	1	1	53	0	0	2	1
3	7	5	2	1	3	1	1	0	40	0	1	5	2
2	7	5	2	1	4	0	1	0	76	0	0	2	2
3	6	5	4	4	2	0	1	1	43	0	0	9	2
10	8	5	3	1	4	0	1	0	67	0	0	8	1
10	0	0	3	1	2	1	1	0	67	0	0	4	1
4	10	8	2	1	1	0	1	1	73	0	0	6	2
2	9	5	1	1	1	0	1	1	56	1	0	3	2
7	6	8	2	2	2	0	3	0	74	0	1	3	3
0	6	4	4	1	2	0	1	1	67	0	0	7	2
3	9	4	1	1	2	0	1	0	51	0	1	12	2
8	4	1	3	2	2	0	1	0	63	1	0	2	1
2	6	0	1	3	2	0	1	0	71	0	0	4	2
1	9	3	3	1	4	0	1	1	73	0	0	3	2
3	7	7	2	4	2	1	3	0	56	0	1	11	2
8	1	3	4	3	4	1	3	0	76	0	0	12	1
4	7	5	3	1	3	0	2	0	28	1	0	3	2
0	7	4	3	1	1	0	1	1	76	0	0	12	2
9	3	3	5	4	2	0	3	0	57	0	1	14	1
3	5	2	1	1	1	0	1	0	62	0	0	1	2
2	7	4	4	2	2	1	1	0	89	0	0	3	2
6	3	4	2	2	2	0	1	0	35	0	0	6	1
2	8	6	2	1	3	0	1	1	36	1	0	15	2
6	7	6	1	1	2	0	2	0	28	0	0	6	2
2	5	7	2	1	1	0	1	1	69	0	0	3	3
5	5	5	2	1	2	0	1	1	46	1	0	3	1
4	5	0	2	2	4	1	1	0	34	1	0	13	1
5	7	5	2	2	1	1	1	1	63	1	0	5	2
8	8	7	2	3	3	1	2	1	46	0	0	15	1
6	7	5	3	2	3	0	1	0	34	0	0	15	1
3	6	5	4	4	2	1	1	0	26	1	0	14	2
0	8	6	4	4	4	0	3	0	67	1	0	15	2
7	6	4	2	3	2	0	3	0	74	0	0	4	1
5	0	0	3	2	3	1	1	1	75	1	0	2	1
4	9	5	4	4	1	1	1	0	53	0	1	15	2
4	10	3	3	4	3	1	1	1	78	1	0	3	2
3	5	5	3	1	3	0	1	1	33	0	0	15	1
3	6	5	3	2	2	1	1	0	34	0	0	15	2
4	6	1	3	4	2	0	3	0	25	1	0	15	2
7	5	3	2	3	3	0	3	1	54	1	0	2	1
3	5	2	1	1	1	1	1	0	44	0	1	11	2
0	10	5	3	2	3	0	1	1	45	0	0	15	2
6	6	5	4	1	2	1	1	1	34	0	0	8	3
1	7	5	1	1	4	0	2	0	68	0	0	7	2
2	5	5	1	1	1	0	1	1	61	1	0	3	3
4	6	5	2	1	2	0	2	1	31	0	0	7	2
0	7	3	1	4	1	0	1	0	18	1	0	3	2
5	2	2	3	3	2	0	1	1	24	1	0	3	1
9	0	0	3	2	3	0	1	0	56	1	0	2	1
5	5	2	1	4	3	0	1	1	41	0	1	5	1
8	8	8	2	2	3	0	1	0	38	0	0	5	1
0	8	3	2	2	3	0	1	1	68	0	0	7	2
3	8	2	2	2	4	0	3	0	46	0	0	11	2
8	2	0	3	2	3	1	1	0	42	0	0	15	1
7	1	3	2	1	2	0	2	1	45	1	0	5	1
7	7	6	3	1	2	0	1	0	55	0	1	9	2
0	8	5	2	1	2	1	1	0	48	0	1	7	2
4	10	3	3	2	3	0	1	1	74	0	0	2	2
0	7	4	3	2	2	0	1	1	69	0	0	15	2
2	5	2	2	1	2	0	3	1	51	1	0	1	2
0	8	5	2	2	3	1	1	0	42	0	1	8	2
5	5	5	4	4	3	1	1	0	35	0	0	12	1
4	7	5	4	4	2	0	1	1	33	0	1	12	2
7	3	3	4	4	3	1	1	1	45	0	1	7	1
7	5	5	2	4	2	0	3	1	58	0	1	5	1
5	5	1	2	3	2	0	2	0	42	0	0	9	1
4	7	5	2	1	2	0	1	0	80	0	0	6	2
5	8	3	5	1	4	0	1	0	37	0	0	9	2
2	5	3	1	1	2	0	1	1	54	0	1	10	2
2	8	5	2	1	2	0	1	1	67	0	0	3	2
5	5	5	4	3	4	0	3	0	37	0	0	11	1
5	6	3	2	1	2	0	3	1	49	0	1	7	2
9	8	5	2	1	3	0	3	1	61	0	0	11	1
4	2	5	3	3	2	0	1	0	37	0	0	12	3
0	10	5	2	1	2	0	1	0	70	1	0	3	2
3	8	5	3	4	1	0	3	0	31	0	0	11	2
7	0	4	2	1	2	0	2	1	65	0	1	15	1
0	7	4	2	1	2	0	2	0	61	0	0	12	3
0	10	5	1	1	1	0	1	0	70	1	0	3	2
5	5	7	2	1	4	0	1	1	74	0	0	2	3
6	0	6	3	2	2	0	1	0	67	1	0	3	3
3	7	4	1	1	1	0	1	1	64	0	0	4	2
7	9	4	1	1	2	0	1	0	80	0	0	6	2
3	9	3	2	4	3	1	1	1	31	0	1	8	2
1	1	1	3	1	2	0	1	0	30	1	0	4	3
3	7	6	4	1	4	0	1	0	45	1	0	1	3
1	9	4	1	1	2	0	1	1	77	0	0	2	2
7	4	5	3	1	4	0	1	0	46	1	0	4	3
4	8	7	2	2	2	1	1	0	83	0	0	5	2
7	7	6	3	4	2	1	2	1	38	0	0	7	1
5	7	4	4	2	4	1	1	1	75	0	0	4	2
8	0	4	4	4	3	0	1	1	40	0	1	4	1
1	5	5	2	4	1	0	1	0	67	0	0	4	3
5	7	5	3	2	4	1	1	0	18	0	0	12	2
3	7	5	2	4	2	1	2	1	75	0	1	4	2
5	7	10	3	1	2	1	1	1	67	0	0	4	3
3	4	5	3	1	3	0	1	1	40	0	1	11	3
3	7	9	2	3	3	1	1	0	44	0	0	11	2
4	5	8	3	1	4	0	2	1	74	1	0	3	3
3	4	4	2	1	3	0	3	1	23	1	1	6	2
6	5	5	4	4	3	0	1	1	31	1	0	6	1
2	8	4	2	2	1	1	2	0	65	0	0	11	2
2	7	5	4	4	4	0	1	1	42	0	0	7	2
8	5	7	1	3	1	0	1	1	53	0	1	4	1
3	8	6	2	4	1	0	1	1	47	0	1	4	2
3	7	5	2	1	2	0	1	0	61	0	0	7	3
2	7	2	2	1	1	1	1	0	67	0	0	7	2
7	8	6	1	1	1	1	2	0	64	0	0	2	2
8	5	5	1	1	4	0	1	0	44	1	0	5	3
2	9	3	4	4	2	1	1	0	45	0	0	12	2
7	0	5	4	4	3	0	2	0	53	0	0	10	1
2	9	2	2	2	4	0	1	1	72	0	0	7	2
8	5	5	3	4	3	0	1	0	53	0	1	4	1
6	4	4	2	4	3	1	2	0	35	0	0	4	3
3	8	6	2	4	2	1	3	0	46	0	0	8	1
4	7	6	3	2	1	0	1	0	55	0	0	7	2
3	9	6	2	1	2	1	1	0	62	0	0	3	2
7	5	5	5	3	1	1	1	1	53	0	0	7	1
8	1	5	5	4	3	1	1	0	39	0	0	10	1
7	4	6	3	4	4	1	1	1	35	0	0	8	1
2	7	5	3	4	4	0	3	0	22	0	0	11	3
8	0	6	3	2	3	0	3	0	37	0	1	14	3
3	5	7	3	4	3	0	1	0	21	1	0	4	3
0	7	4	1	1	1	0	1	0	58	1	0	4	2
6	5	6	2	2	3	1	1	0	45	1	0	1	1
8	6	7	3	3	2	1	1	0	76	0	0	3	2
7	4	6	2	3	4	1	1	0	69	0	0	4	1
7	5	3	2	4	2	1	3	0	44	0	0	12	1
10	6	6	4	2	1	0	1	1	30	1	0	3	1
9	0	3	2	2	2	0	1	1	69	0	0	3	1
8	4	3	3	4	4	0	1	1	74	1	0	12	1
8	4	5	2	4	2	1	1	0	31	0	0	14	1
5	4	4	1	4	3	0	3	1	25	1	0	1	1
10	0	9	1	1	2	1	1	1	66	0	1	2	1
9	3	7	2	4	4	1	1	1	52	0	1	11	1
3	7	5	1	4	2	0	1	0	46	1	0	1	2
2	8	5	2	1	2	0	1	0	82	0	0	3	2
5	1	2	3	3	4	0	1	1	41	1	0	6	1
3	0	5	3	2	2	1	1	1	57	0	1	4	1
10	6	5	2	1	2	0	1	1	52	0	1	12	1
0	7	5	3	3	3	0	1	0	48	0	0	8	2
10	2	5	3	2	4	0	1	0	83	0	0	2	1
6	5	5	1	1	4	0	2	0	52	0	0	5	1
8	5	8	3	2	3	0	1	0	47	0	1	11	3
10	5	7	2	1	2	0	1	1	70	0	0	3	3
8	2	2	2	1	2	0	1	1	30	1	0	2	1
6	5	7	3	1	3	0	1	0	48	0	1	13	1
5	5	5	1	1	2	0	1	0	74	1	0	2	1
10	6	5	2	2	2	0	1	0	37	0	1	3	2
10	2	5	3	2	4	0	1	1	38	0	0	8	1
3	7	5	4	1	3	0	1	1	41	0	0	13	2
2	9	1	2	1	1	0	1	0	46	0	1	14	2
9	1	4	3	2	2	0	1	0	73	0	0	7	3
3	6	2	2	2	3	1	1	1	68	0	0	5	2
7	3	6	2	1	2	0	3	1	32	0	0	5	1
7	6	5	4	4	3	0	2	0	73	0	0	2	2
5	6	9	2	2	4	0	2	0	34	1	1	5	3
9	5	6	2	1	2	0	3	1	37	0	0	4	1
8	6	6	3	2	4	0	1	0	79	0	0	3	1
10	8	4	3	3	4	0	1	0	55	1	0	1	1
10	1	3	3	2	4	0	1	1	77	0	0	2	1
0	6	3	1	1	2	0	1	1	76	0	0	3	2
8	2	9	3	2	4	0	3	1	19	0	0	14	3
7	6	7	4	4	2	0	1	1	63	0	1	6	1
6	9	2	2	1	3	1	3	1	58	0	0	14	2
0	4	3	3	1	2	0	1	0	52	0	0	7	2
7	2	5	4	1	1	0	1	0	77	0	0	2	1
7	2	4	2	2	3	0	1	0	71	0	0	2	1
6	8	5	2	2	3	1	1	0	40	1	1	8	2
6	7	5	2	4	2	0	2	1	23	1	0	2	2
8	1	5	2	2	2	0	1	1	54	0	0	5	1
7	6	6	2	1	2	1	1	0	54	0	0	12	3
2	6	3	3	1	4	1	1	0	56	0	0	11	2
5	5	5	3	2	2	0	1	0	37	0	0	6	1
0	5	2	2	1	3	0	1	1	62	0	0	13	2
10	6	3	4	4	1	0	3	1	41	0	1	8	1
7	2	6	2	2	1	0	3	1	62	1	0	4	1
1	8	5	2	1	2	0	1	1	74	0	0	15	2
6	2	7	2	3	4	0	3	0	77	0	0	1	1
5	6	3	2	4	4	0	1	0	50	0	1	6	2
8	7	3	3	2	2	1	2	1	38	0	1	9	1
5	8	4	3	1	3	0	1	0	70	0	0	5	2
4	3	10	3	2	3	0	1	0	64	1	0	1	3
0	8	8	4	3	2	1	1	1	57	1	0	2	2
8	3	5	3	2	2	1	1	0	67	0	0	6	1
7	7	5	2	4	3	0	3	1	25	1	0	3	1
5	6	7	1	1	2	0	1	0	53	0	1	5	3
7	2	2	3	1	3	0	1	0	58	0	1	9	1
9	7	4	3	2	3	0	1	0	52	0	1	8	2
6	5	3	4	4	4	0	1	1	57	0	0	5	1
5	2	7	3	1	3	0	3	0	20	1	0	1	3
8	0	5	2	2	2	0	3	1	58	0	0	12	1
9	8	7	1	3	2	1	1	0	43	1	0	7	1
6	7	8	3	4	2	0	1	1	23	0	0	3	3
7	4	0	3	2	4	0	1	0	32	1	1	5	1
4	8	6	3	2	3	0	3	1	31	1	0	4	2
8	0	4	2	4	1	0	1	1	44	0	1	11	1
10	0	0	1	2	2	1	3	1	56	1	0	2	1
6	4	2	2	2	2	1	1	0	52	0	1	6	1
9	4	5	2	1	2	0	2	1	49	0	0	6	1
7	1	7	2	1	2	0	1	1	41	0	1	12	1
3	8	5	3	1	4	0	1	0	82	0	0	10	2
7	1	7	3	2	2	1	1	1	28	0	1	9	1
4	4	1	3	3	1	0	2	0	65	0	0	10	2
6	6	7	2	2	2	0	1	0	76	0	0	4	3
6	4	3	3	1	4	0	3	0	59	0	0	4	1
6	4	6	5	4	1	0	1	0	31	0	0	6	1
1	8	8	3	3	4	0	1	0	49	0	0	10	2
0	7	3	4	3	3	0	2	0	70	0	0	13	2
5	2	5	2	1	4	0	3	1	29	1	0	4	3
2	8	3	3	2	3	1	2	1	34	0	0	5	2
7	8	6	1	2	2	0	3	1	48	0	1	10	1
8	3	3	2	2	2	1	3	0	43	0	0	5	1
9	2	6	3	2	2	0	1	0	74	0	0	3	1
7	1	5	2	1	3	0	1	1	32	0	1	9	1
0	7	3	3	4	4	0	1	1	61	0	0	4	2
0	5	3	2	2	4	0	1	1	24	1	0	6	2
2	7	7	3	2	2	0	1	1	26	1	0	14	2
1	7	5	4	2	3	0	2	1	28	0	1	3	2
1	6	5	2	1	2	0	1	1	33	0	0	10	3
9	0	5	1	1	2	0	1	0	74	0	0	4	1
7	2	7	2	2	2	0	3	1	71	0	0	3	3
5	9	6	1	1	2	0	3	1	52	0	0	4	2
5	10	2	2	1	4	1	3	1	52	0	1	9	2
9	2	3	4	1	4	1	2	0	47	1	0	5	1
0	7	3	2	1	2	1	2	1	63	0	0	5	2
6	8	3	3	1	2	0	3	1	48	0	0	12	2
0	5	4	1	1	1	1	1	1	68	0	0	5	2
5	5	4	2	2	2	1	3	0	34	0	0	11	2
4	5	5	3	3	4	0	3	1	27	1	1	3	3
6	6	5	4	1	3	0	1	1	38	0	0	1	1
9	3	3	3	2	4	1	1	1	59	0	0	1	1
8	4	2	2	1	1	1	1	0	66	0	1	5	1
0	8	4	2	1	2	0	1	1	56	0	0	5	2
8	6	6	2	2	2	0	1	0	66	0	0	4	1
6	3	1	3	4	2	1	1	0	58	0	1	3	1
4	6	5	1	1	2	1	1	0	39	0	0	6	2
5	5	5	2	2	2	0	1	0	33	0	0	7	1
5	4	4	2	2	2	0	1	1	25	0	0	4	2
4	8	7	2	2	2	0	1	0	78	0	0	5	2
8	0	7	2	1	2	0	1	1	75	0	1	6	3
5	5	5	1	1	2	1	1	1	54	1	0	4	3
5	4	5	3	2	4	0	1	1	21	1	0	3	3
9	6	3	4	3	4	1	3	0	58	1	0	2	1
4	5	4	2	2	2	1	1	1	21	1	0	2	3
4	4	4	2	1	3	1	1	0	42	0	1	8	3
5	5	5	4	2	4	0	1	1	44	0	0	3	2
3	9	5	2	2	2	0	1	0	53	0	0	7	2
6	5	4	3	2	3	0	1	1	63	1	0	2	1
0	8	6	2	1	2	0	1	1	68	0	0	3	2
6	0	1	3	3	3	0	2	0	74	0	0	4	1
1	8	5	2	1	2	1	1	0	62	0	0	8	2
6	5	8	3	2	2	0	1	1	53	0	0	11	3
6	2	7	2	1	1	1	3	0	48	0	1	11	3
2	8	5	4	1	2	0	2	0	30	0	1	5	2
3	10	6	4	2	4	0	1	1	63	0	0	5	2
5	6	5	2	1	2	0	1	0	54	0	1	8	2
7	0	7	1	3	2	0	1	0	31	1	0	1	1
5	8	7	2	3	4	0	1	1	29	0	1	7	2
2	6	5	2	2	2	0	1	0	64	0	0	5	2
4	2	6	1	3	2	1	1	0	39	0	0	9	3
9	0	4	3	4	4	0	1	1	39	1	0	3	1
2	10	7	2	1	2	1	1	1	55	0	1	9	2
0	8	5	2	1	2	1	1	1	33	1	0	12	2
0	5	7	1	1	2	0	1	1	27	1	0	3	3
6	6	3	2	1	2	0	1	1	45	0	1	12	1
0	8	3	3	2	1	0	1	0	62	0	0	9	2
0	10	4	1	1	1	0	1	1	53	0	0	3	2
6	10	8	4	3	4	1	2	1	50	0	0	15	2
0	8	4	1	1	2	0	1	1	59	0	1	7	2
4	8	3	3	2	2	0	3	1	62	0	0	7	2
8	6	7	3	2	1	0	1	0	57	0	1	9	1
2	2	3	3	4	4	0	1	1	48	0	0	6	3
2	4	6	1	2	1	1	1	0	39	0	0	11	3
2	4	6	1	1	2	1	1	0	61	0	0	5	2
8	0	0	2	2	1	0	2	0	50	1	0	1	1
7	5	7	3	3	2	0	1	0	30	1	0	8	3
3	9	4	1	2	3	0	1	1	69	1	0	2	2
4	4	9	3	2	3	1	1	0	49	0	1	11	3
3	5	5	4	2	3	0	1	0	52	0	0	12	2
5	4	5	3	3	4	1	1	0	40	0	0	12	3
0	6	2	3	2	4	0	2	1	66	0	0	8	2
10	2	5	2	4	4	0	1	0	55	1	1	1	1
7	0	9	3	4	1	0	1	0	64	1	0	3	1
5	8	5	1	1	1	1	1	0	43	0	0	14	2
2	7	6	3	1	2	0	1	0	54	0	1	9	3
3	9	4	2	1	2	1	1	0	51	0	0	9	2
8	0	7	1	5	2	0	2	0	27	1	0	2	3
5	8	6	3	2	1	1	1	0	63	0	0	13	2
10	0	5	1	3	2	1	1	0	63	0	0	5	1
8	5	9	2	4	4	0	1	0	33	0	0	10	3
6	4	3	2	2	2	0	3	0	58	1	0	4	1
10	7	6	3	4	3	1	1	1	63	0	0	4	1
9	3	7	2	4	3	1	2	0	42	0	1	14	1
7	3	4	4	1	3	1	3	1	73	0	0	7	1
3	8	3	1	1	2	0	1	1	76	0	0	2	2
0	8	5	1	1	2	0	3	1	47	1	0	6	2
6	3	6	3	2	1	1	1	1	39	0	1	6	1
7	4	6	4	4	2	1	3	1	50	0	0	4	1
